ZGHP_PARA_AFFECTOT                                                                                           27.08.2026 /
11:02:43
* SERVICE         :  PARA
* POSTE DE TRAVAIL:  %%%%%%%%
* O.T.            :  %%%%%%%%
* PERIODE de       :  20220101   a   20260827                                                                     PAGE :
    1
------------------------------------------------------------------------------------------------------------------------------
         D A T E     T  POSTE TR  LIBELLE POSTE TRAV.                        AFFECT      HEURES              TRANSF
         --------    -  --------  -------------------                        ------      ------              ------
    ** OT:  00005188F576 = REDRESSAGE DES POUTRELLES
         20250825    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          13,0          X
         20250825    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          24,0          X
         20250826    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          40,0          X
         20250826    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          21,0          X
         20250826    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20250827    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          24,0          X
         20250827    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          14,0          X
         20250827    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          24,0          X
         20250901    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          34,0          X
         20250901    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           5,0          X
         20250901    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20250901    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          13,0          X
         20250901    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          14,0          X
         20250901    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           9,0          X
         20250901    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20250902    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          34,0          X
         20250902    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           2,0          X
         20250902    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           6,0          X
         20250902    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          12,0          X
         20250902    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          14,0          X
         20250902    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100          18,0          X
         20250902    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20250903    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          32,0          X
         20250903    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           5,0          X
         20250903    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           4,0          X
         20250903    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          15,0          X
         20250903    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100          12,0          X
         20250903    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20250904    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          37,0          X
         20250904    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20250904    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20250904    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          15,0          X
         20250904    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          19,0          X
         20250905    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          21,0          X
         20250905    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           0,5          X
         20250905    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20250905    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          11,0          X
         20250905    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          10,5          X
         20250905    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20250905    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20250906    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          44,0          X
         20250906    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           4,0          X
         20250906    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          23,0          X
         20250906    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          21,0          X
         20250906    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100          15,0          X
         20250906    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          24,0          X
         20250906    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          32,0          X
         20250908    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          32,0          X
         20250908    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20250908    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          32,0          X
         20250909    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          29,0          X
         20250909    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20250909    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           6,0          X
         20250909    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          15,0          X
         20250909    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20250909    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20250910    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          38,0          X
         20250910    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20250910    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20250910    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          15,0          X
         20250910    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20250910    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20250911    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          32,0          X
         20250911    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           4,0          X
         20250911    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20250911    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          14,0          X
         20250911    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20250911    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20250912    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20250912    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20250912    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20250915    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20250915    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           4,0          X
         20250915    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20250915    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          12,5          X
         20250915    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          11,0          X
         20250915    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20250915    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20250916    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20250916    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20250916    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20250916    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20250917    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          14,0          X
         20250917    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           7,0          X
         20250917    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          12,0          X
         20250917    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          12,0          X
         20250918    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          24,0          X
         20250918    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20250918    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          14,0          X
         20250918    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          15,0          X
         20250919    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20250919    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20250919    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          15,0          X
         20250922    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20250922    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           6,0          X
         20250926    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20250926    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,5          X
         20250926    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          11,0          X
         20250926    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,5          X
         20250929    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          15,0          X
         20250929    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           7,0          X
