ZGHP_PARA_AFFECTOT                                                                                           27.08.2026 /
11:02:43
* SERVICE         :  PARA
* POSTE DE TRAVAIL:  %%%%%%%%
* O.T.            :  %%%%%%%%
* PERIODE de       :  20220101   a   20260827                                                                     PAGE :
    1
------------------------------------------------------------------------------------------------------------------------------
         D A T E     T  POSTE TR  LIBELLE POSTE TRAV.                        AFFECT      HEURES              TRANSF
         --------    -  --------  -------------------                        ------      ------              ------
    ** OT:  00005188F576 = REDRESSAGE DES POUTRELLES
         20240226    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         20240226    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           2,0          X
         20240227    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20240227    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           4,0          X
         20240227    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240227    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240227    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          16,0          X
         20240228    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20240228    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           0,0          X
         20240228    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240228    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20240301    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20240301    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20240302    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           1,0          X
         20240302    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20240302    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20240303    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           2,0          X
         20240304    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240304    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20240304    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           6,0          X
         20240305    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240305    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,0          X
         20240305    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20240306    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240306    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240306    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20240307    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         **TOTAL OT:                                                                          234,0
    ** OT:  00005488C007 = 1100690029 LIEBHERR
         20240215    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240215    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20240216    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240216    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           7,0          X
         20240216    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20240217    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20240219    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240219    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          14,0          X
         20240219    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20240220    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           5,0          X
         20240220    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          12,0          X
         20240220    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240221    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240221    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           7,0          X
         20240221    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20240222    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20240222    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20240304    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           8,0          X
         20240304    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240309    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           2,0          X
         20240309    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20240311    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20240311    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          14,0          X
         20240311    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20240312    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20240312    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100          14,0          X
         20240312    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20240313    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20240313    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           9,0          X
         20240313    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,0          X
         **TOTAL OT:                                                                          180,0
    ** OT:  00005488C008 = 1100689869 PASSERELLE TORCY P3
         20240319    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           1,0          X
         20240319    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           4,0          X
         20240320    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20240326    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20240327    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           3,0          X
         20240327    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           5,0          X
         20240401    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,0          X
         **TOTAL OT:                                                                           30,0
    ** OT:  00005488C010 = 1100689326 AUGSBURGER STRASSE
         20240221    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          15,0          X
         20240222    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          13,0          X
         20240222    0  PELEPAM1  PADI/PARA/P3                               50-36100          24,0          X
         20240222    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20240223    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           0,0          X
         20240223    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240223    0  PELEPAM1  PADI/PARA/P3                               50-36100          24,0          X
         20240223    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240226    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           0,0          X
         20240226    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240226    0  PELEPAM1  PADI/PARA/P3                               50-36100          16,0          X
         20240226    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20240227    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240229    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240305    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20240306    0  PELEPAM1  PADI/PARA/P3                               50-36100           4,0          X
         20240307    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240307    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20240308    0  PELEPAM1  PADI/PARA/P3                               50-36100           8,0          X
         **TOTAL OT:                                                                          127,0
    ** OT:  00005488C011 = 1100688394 PASSERELLE COGNAC
         20240312    0  PELEPAM1  PADI/PARA/P3                               50-36100           4,0          X
         20240313    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240313    0  PELEPAM1  PADI/PARA/P3                               50-36100          14,0          X
         20240314    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240314    0  PELEPAM1  PADI/PARA/P3                               50-36100           3,0          X
         20240320    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           1,0          X
         20240320    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          10,0          X
         20240326    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         **TOTAL OT:                                                                           39,0
    ** OT:  00005488C012 = 1100690097 MZD CZESTOCHOWA
         20240403    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240403    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           6,0          X
         20240403    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240404    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           3,0          X
         20240404    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240404    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           9,0          X
         20240404    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,0          X
         20240405    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20240408    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           1,0          X
         20240408    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240408    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          14,0          X
         20240408    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,5          X
         20240409    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240409    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          14,0          X
         20240409    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20240410    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           0,5          X
         20240410    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           5,0          X
         20240411    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240411    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20240411    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,0          X
         20240412    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240412    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20240412    0  PELEPAM0  PADI/PARA/MISE � LONGUEUR                  50-36100           1,0          X
         20240412    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,0          X
         20240415    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           3,0          X
         20240415    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240415    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20240415    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20240416    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240417    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240417    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20240422    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240422    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20240422    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20240423    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240423    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20240423    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20240424    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           2,0          X
         20240424    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240424    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20240424    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20240425    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240426    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20240429    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           2,0          X
         20240429    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240429    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           5,0          X
         20240430    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240430    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20240502    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240502    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          14,0          X
         20240515    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           4,0          X
         20240516    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           5,0          X
         20240516    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           3,0          X
         20240516    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          18,0          X
         20240516    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20240517    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20240517    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20240521    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           4,0          X
         20240521    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240521    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           4,0          X
         20240521    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          18,0          X
         20240521    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100          12,0          X
         20240522    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240522    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          16,0          X
         20240522    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20240522    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           9,0          X
         20240523    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           4,0          X
         20240523    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240523    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           4,0          X
         20240523    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          15,0          X
         20240523    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240524    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240524    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           5,0          X
         20240524    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20240524    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240527    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240527    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           7,0          X
         20240527    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,5          X
         20240528    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           0,5          X
         20240528    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           7,5          X
         20240529    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240529    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           7,0          X
         20240530    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240530    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          14,0          X
         20240531    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20240604    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           7,0          X
         20240604    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           8,0          X
         20240604    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           7,0          X
         20240604    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20240605    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20240605    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           8,0          X
         20240605    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          12,0          X
         20240606    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           5,0          X
         20240606    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           6,0          X
         20240606    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240606    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           5,0          X
         20240606    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          15,0          X
         20240610    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           4,0          X
         20240610    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240610    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           8,0          X
         20240610    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20240611    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           9,0          X
         20240611    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           8,0          X
         20240611    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          10,0          X
         20240612    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20240612    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           7,0          X
         20240613    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20240614    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           2,0          X
         20240614    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           4,0          X
         20240617    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           4,0          X
         20240617    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           5,0          X
         20240617    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           4,0          X
         20240617    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20240617    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           4,0          X
         20240617    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20240618    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           3,0          X
         20240618    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240618    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           3,0          X
         20240618    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20240619    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           4,0          X
         20240619    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           4,0          X
         20240619    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          10,0          X
         20240620    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           4,0          X
         20240620    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240620    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           4,0          X
         20240620    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          13,0          X
         20240620    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240621    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20240624    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20240625    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240625    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20240625    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           2,0          X
         20240626    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240626    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          14,0          X
         20240626    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           3,0          X
         20240628    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          24,0          X
         20240701    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          20,0          X
         20240702    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20240703    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20240704    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          18,0          X
         20240706    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240706    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          15,0          X
         **TOTAL OT:                                                                          911,5
    ** OT:  00005488C013 = 1100690104 DK-21 STUPSK CITY
         20240312    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240312    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20240313    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240313    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           5,0          X
         20240313    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          14,0          X
         20240314    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240314    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           8,0          X
         20240314    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100          14,0          X
         20240315    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20240315    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20240315    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           7,0          X
         20240321    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20240327    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20240328    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240328    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           5,0          X
         20240401    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240402    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20240402    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,0          X
         20240403    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20240403    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           8,0          X
         20240403    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20240404    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20240404    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20240405    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           3,0          X
         20240405    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240405    0  PELEPAF0  PADI/PARA/FORAGE MANUEL                    50-36100           6,0          X
         20240405    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           6,0          X
         20240405    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         20240408    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240408    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          14,0          X
         20240408    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,5          X
         20240408    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          14,0          X
         20240409    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240409    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           7,0          X
         20240409    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240409    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         20240410    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,5          X
         20240410    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20240410    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           6,0          X
         20240410    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          13,0          X
         20240411    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           3,0          X
         20240411    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          17,0          X
         20240411    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           4,0          X
         20240411    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100          14,0          X
         20240412    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240412    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20240412    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20240412    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20240415    0  PELEPAA1  PADI/PARA/REPARATION                       50-36100           6,0          X
         20240415    0  PELEPAC0  PADI/PARA/CASSE MACHINE                    50-36100           1,0          X
         20240415    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          12,0          X
         20240415    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20240416    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240416    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           9,0          X
         20240416    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           3,0          X
         20240417    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           1,0          X
         20240417    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20240417    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           7,0          X
         20240418    0  PELEPAC1  PADI/PARA/MANUTENTION                      50-36100           2,0          X
         20240418    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          14,0          X
         20240418    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,0          X
